http://ipfs.io/ipfs/bafybeiglh5obujtufy4bciz4tkzrnnbmw6wgfwxaabwonhpmmbptj66uo4/getrrry.htm,url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolon,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,iframe,popup_window,safe_anchor,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,dns_record,google_index,page_rank,rank,domainEnd
https://soundar-2704.github.io/kalaiNetflix/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://tayyab129.github.io/Netflix/,36.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,6.0,7.0,9.0,9.0,7.0,7.333333333333333,7.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,5.0,55081,0.0
,https://duiongsui599135-hiumianx2369-ahdlopscx690.pages.dev/help/contact/432746273065487,88.0,51.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.2549019607843137,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,5.0,4.0,15.0,15.0,15.0,10.0,11.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.7,0.3,1.0,1.0,1.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,661.0,0.0,0.0,0.0,5.0,364804,1.0
,https://pub-de50159ef2444de689475948cd0371b3.r2.dev/index.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.5581395348837209,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.07476635514018691,0.9252336448598131,0.0,0.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://hajilond.github.io/awais/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://wwwaaatxhdt.pages.dev/email_&password_fljfrefdvevefg__!bpj&do:sxl0,74.0,21.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,5.0,2.0,14.0,11.0,14.0,6.625,8.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,661.0,0.0,0.0,0.0,5.0,364804,1.0
,https://fichier-doc-wetransfer.vercel.app/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,http://it-support.swift-ness.com/landing/form/78b1e24d-8a8d-423d-b655-211a100090be,82.0,25.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,2.0,2.0,4.0,12.0,7.0,12.0,5.545454545454546,4.5,6.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6,0.4,0.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0,1.0
,https://piyushsol.github.io/Netflix-Clone/,42.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,6.0,5.0,9.0,9.0,7.0,6.75,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,5.0,55081,0.0
,https://pub-208c0d702da34457be2e335025f69551.r2.dev/ionos.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.5813953488372093,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,0.875,1.0,0.0,0.42857142857142855,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://pub-5d1d09422a8943feb7a44328a1b6e78c.r2.dev/index.html,62.0,43.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.5116279069767442,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,4.0,32.0,32.0,5.0,9.2,12.333333333333334,4.5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.07476635514018691,0.9252336448598131,0.0,0.125,1.0,0.0,0.0,1.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,286.0,0.0,0.0,0.0,3.0,12515107,1.0
,https://yellow143327.studio.site/,33.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,0.0,12.0,12.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.75,0.25,0.0,1.0,76.92307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,317.0,0.0,0.0,0.0,2.0,52946250,1.0
